class_name,class_dates,class_times,class_professor,year,semester
European Languages and Transcultural Studies (ELTS) 140 - European Crime Novel Lec 1,TR,9:30am-10:45am,"Rushing, R.A.",2024,fall
Food Studies (FOOD ST) 187 - Special Topics in Food Studies: Food and Performance: Highly Productive Consumption Lec 2,TR,2pm-3:50pm,"Hernandez, F.A.",2024,fall
Food Studies (FOOD ST) 187 - Special Topics in Food Studies: Introduction to Permaculture Lec 1,TR,12:30pm-1:45pm,"Bassett, J.",2024,fall
Geography (GEOG) 1 - Earth's Physical Environment Lec 1,"Okin, G.S.",T,2pm-2:50pm,2024,fall
Geography (GEOG) 2 - Biodiversity in Changing World Lec 1,TR,8am-9:15am,"Illes, L.I.",2024,fall
Geography (GEOG) 3 - Cultural Geography Lec 1,"Faier, L.B.",R,2pm-2:50pm,2024,fall
Geography (GEOG) 5 - People and Earth's Ecosystems Lec 1,"Cavanaugh, K.C.",T,8am-8:50am,2024,fall
Geography (GEOG) 7 - Introduction to Geographic Information Systems Lec 1,"Dimson, M.J.",W,2pm-2:50pm,2024,fall
Geography (GEOG) 107 - Forest Ecosystems Lec 1,TR,9:30am-10:45am,"Gillespie, T.W.",2024,fall
Geography (GEOG) 109 - Biogeography of Plant and Animal Invasions Lec 1,R,1pm-3:50pm,"Illes, L.I.",2024,fall
Geography (GEOG) 120 - Hydrology Lec 1,2pm-3:15pm,"Li, Y.",Select Geography (GEOG) 120 - Hydrology Lec 1,2024,fall
Geography (GEOG) 146 - Environmental Justice and Climate Change Lec 1,TR,2pm-3:15pm,"Herrera, J.C.",2024,fall
Geography (GEOG) 161 - Cities and Social Difference Lec 1,TR,5pm-6:15pm,"Heitz, K.A.",2024,fall
Geography (GEOG) 171A - North America Lec 1,TR,11am-12:15pm,The Staff,2024,fall
Geography (GEOG) 172A - Spanish South America Lec 1,TR,5pm-6:15pm,"Bell, S.A.",2024,fall
Geography (GEOG) 181A - Intermediate Geographic Information Systems Lec 1,M,9am-11:50am,"Sheng, Y.",2024,fall
Geography (GEOG) 182B - Remote Sensing: Digital Image Processing and Analysis Lec 1,TR,2:30pm-3:45pm,"Zhou, B.",2024,fall
Geography (GEOG) 200A - History and Structure of Modern Geography Lec 1,T,1pm-3:50pm,"Kay, K.A.",2024,fall
Geography (GEOG) 201 - Research Design in Geography Lec 1,R,11am-1:50pm,"Cavanaugh, K.C.",2024,fall
Geography (GEOG) 255 - Physical Basis of Geography Lec 1,W,10am-12:50pm,"Li, Y.",2024,fall
Geography (GEOG) 401 - Applied Geospatial Data Science Lec 1,"Shin, M.E.",Select Geography (GEOG) 401 - Applied Geospatial Data Science Lec 1,"Shin, M.E.",2024,fall
Geography (GEOG) 410 - Geospatial Databases and Data Management Lec 1,"Burkhart, S.N.",Select Geography (GEOG) 410 - Geospatial Databases and Data Management Lec 1,"Burkhart, S.N.",2024,fall
Geography (GEOG) 411 - Geospatial Imagery Analysis Lec 1,"Burkhart, S.N.",Select Geography (GEOG) 411 - Geospatial Imagery Analysis Lec 1,"Burkhart, S.N.",2024,fall
Global Jazz Studies (GJ STDS) M25 - Global Pop Lec 1,MW,9am-10:50am,"Ruskin, J.D.",2024,fall
Global Jazz Studies (GJ STDS) M50A - Jazz in American Culture: Late 19th Century through 1940s Lec 1,TR,9am-10:50am,"Bolin, M.T.",2024,fall
Global Jazz Studies (GJ STDS) 122A - Jazz Styles and Analysis: Early Jazz to Swing Era Lec 1,M,11am-1:50pm,"Harrison, C.A.",2024,fall
Global Jazz Studies (GJ STDS) 129A - Jazz Theory and Improvisation I Lec 1,W,1pm-2:50pm,"Hendelman, T.",2024,fall
Global Jazz Studies (GJ STDS) M131 - Development of Latin Jazz Lec 1,MW,3pm-4:50pm,No instructors,2024,fall
Global Studies (GLBL ST) 1 - Introduction to Globalization Lec 1,MW,3:30pm-4:45pm,"Parasher, T.",2024,fall
Global Studies (GLBL ST) 160 - Selected Topics in Global Studies: Ralph Bunche and Postwar Decolonization at United Nations Lec 1,MW,2pm-3:15pm,"Raustiala, K.",2024,fall
"Health Policy and Management (HLT POL) M110 - Ethnic, Cultural, and Gender Issues in America's Healthcare Systems Lec 1",MW,11am-12:15pm,"Sangalang, C.C.",2024,fall
Health Policy and Management (HLT POL) 142 - How Health Happens Lec 1,TR,10am-11:20am,No instructors,2024,fall
Health Policy and Management (HLT POL) 200A - Health Systems Organization and Financing Lec 1,M,1pm-3:50pm,"Bustamante, A.V.",2024,fall
Health Policy and Management (HLT POL) 200A - Health Systems Organization and Financing Lec 3,W,2:30pm-3:50pm,"Shih, Y.T.",2024,fall
Health Policy and Management (HLT POL) 200A - Health Systems Organization and Financing Lec 81,"Cowgill, B.O.",Select Health Policy and Management (HLT POL) 200A - Health Systems Organization and Financing Lec 1,M,2024,fall
Health Policy and Management (HLT POL) M201 - Topics in Theoretical Epidemiology Lec 1,F,9am-11:50am,"Kuo, T.Y.",2024,fall
Health Policy and Management (HLT POL) 225A - Health Services Research Design Lec 1,TR,10am-11:50am,TA,2024,fall
Health Policy and Management (HLT POL) M236 - Microeconomic Theory of Health Sector Lec 81,"Khurana, D.",Select Health Policy and Management (HLT POL) M236 - Microeconomic Theory of Health Sector Lec 81,"Khurana, D.",2024,fall
Health Policy and Management (HLT POL) 239A - Special Topics in Health Services: Introduction to Decision Analysis and Cost-Effectiveness Analysis Lec 1,TR,1pm-2:50pm,TA,2024,fall
Health Policy and Management (HLT POL) 243 - Population Health Approach to Autism Spectrum Disorder Lec 1,F,9am-11:50am,TA,2024,fall
Health Policy and Management (HLT POL) 286 - American Political Institutions and Health Policy Lec 1,MW,10am-11:50am,TA,2024,fall
Health Policy and Management (HLT POL) 403 - Healthcare Financial Accounting Lec 1,MW,1pm-2:50pm,TA,2024,fall
Health Policy and Management (HLT POL) 436 - Healthcare Financial Management Lec 81,Armentrout-Wiswall,Select Health Policy and Management (HLT POL) 436 - Healthcare Financial Management Lec 81,Armentrout-Wiswall,2024,fall
Health Policy and Management (HLT POL) 439 - Data Software for Public Health Professionals Lec 1,W,3pm-5:50pm,"Pourat, N.",2024,fall
Health Policy and Management (HLT POL) 440A - Healthcare Information Systems and Technology Lec 1,F,8am-11:50am,"Hinshaw, J.B.",2024,fall
"Health Policy and Management (HLT POL) 441 - Data Analytics: Identifying, Collecting, and Analyzing Data in Health Care Lec 81","Snyder, S.","Select Health Policy and Management (HLT POL) 441 - Data Analytics: Identifying, Collecting, and Analyzing Data in Health Care Lec 81","Snyder, S.",2024,fall
Health Policy and Management (HLT POL) 445 - Health-Care Marketing Lec 1,MW,10am-11:50am,"Elginer, J.A.",2024,fall
Health Policy and Management (HLT POL) 446 - Health-Care Operations Management Lec 1,MW,4pm-5:50pm,"Galper, M.R.",2024,fall
"History (HIST) 1A - Introduction to Western Civilization: Ancient Civilizations, Prehistory to circa AD 843 Lec 1",MWF,10am-10:50am,"Phillips, D.D.",2024,fall
History (HIST) 1B - Introduction to Western Civilization: Circa 843 to circa 1715 Lec 1,TR,11am-12:15pm,"Tutino, S.",2024,fall
History (HIST) 1C - Introduction to Western Civilization: Circa 1715 to Present Lec 1,TR,2pm-3:15pm,"Ford, C.C.",2024,fall
History (HIST) 3A - History of Science: Renaissance to 1800 Lec 1,MWF,2pm-2:50pm,"Alexander, A.",2024,fall
History (HIST) 8A - Colonial Latin America Lec 1,TR,11am-12:15pm,"Terraciano, K.B.",2024,fall
History (HIST) 9A - Introduction to Asian Civilizations: History of India Lec 1,TR,3:30pm-4:45pm,"Subrahmanyam, S.",2024,fall
History (HIST) 9D - Introduction to Asian Civilizations: History of Middle East Lec 1,MWF,10am-10:50am,"Gelvin, J.L.",2024,fall
History (HIST) 11A - History of China: To 1000 Lec 1,MWF,9am-9:50am,"Von Glahn, R.",2024,fall
History (HIST) 12B - Inequality: History of Neoliberalism Lec 1,TR,12:30pm-1:45pm,"Kelley, R.D.",2024,fall
History (HIST) 13A - History of the U.S. and Its Colonial Origins: Colonial Origins and First Nation Building Acts Lec 1,TR,2pm-3:15pm,"Meranze, M.",2024,fall
History (HIST) 20 - World History to AD 600 Lec 1,MWF,11am-11:50am,"Koh, C.",2024,fall
History (HIST) 94 - What Is History? An Introduction to Historical Thinking and Practice Lec 1,T,4pm-5:50pm,"Myers, D.N.",2024,fall
"History (HIST) 111B - Topics in Middle Eastern History: Early Modern: Ottoman-European Encounters in Early Modern Period: Diplomacy, Trade, Piracy, and Travelers Lec 1",TR,3:30pm-4:45pm,"Momdjian, M.",2024,fall
History (HIST) 113A - History of Ancient Greece: Rise of Greek City-State Lec 1,MWF,11am-11:50am,"Phillips, D.D.",2024,fall
History (HIST) 114A - History of Rome to Death of Caesar Lec 1,MWF,8am-8:50am,"Woolf, G.",2024,fall
History (HIST) 116A - Byzantine History Lec 1,TR,8am-9:15am,"Langdon, J.S.",2024,fall
"Honors Collegium (HNRS) M145 - Politics of Crisis: Migration, Identity, and Religion Lec 1",MW,12pm-1:50pm,"Guerra, L.F.",2024,fall
Human Genetics (HUM GEN) 236A - Advanced Human Genetics A: Molecular Aspects Lec 1,MW,F,1pm-1:50pm,2024,fall
Human Genetics (HUM GEN) 400A - Principles and Practices in Medical Genetics 1 Lec 1,T,R,9am-10am,2024,fall
Human Genetics (HUM GEN) 401 - Fundamental Genetic Counseling Skills Lec 1,TR,1pm-3pm,"Palmer, C.",2024,fall
Human Genetics (HUM GEN) 404 - Advanced Genetic Counseling Skills Lec 1,10am-12pm,"Shamshoni, J.S.",Select Human Genetics (HUM GEN) 404 - Advanced Genetic Counseling Skills Lec 1,2024,fall
Human Genetics (HUM GEN) 406 - Foundations in Genetic Counseling Literature Lec 1,F,12pm-2pm,"Gorman, N.",2024,fall
Human Genetics (HUM GEN) 430 - Clinical Applications of Cytogenetics and Molecular Techniques Lec 1,T,10:30am-12pm,"Deignan, J.L.",2024,fall
Indo-European Studies (I E STD) M168A - Elementary Hittite Lec 1,TR,11am-12:15pm,"Yates, A.D.",2024,fall
Indo-European Studies (I E STD) 205 - Indo-European Phonology Lec 1,MW,12:30pm-1:45pm,"Clayton, J.B.",2024,fall
Information Studies (INF STD) 30 - Internet and Society Lec 1,M,W,4pm-5:50pm,2024,fall
Information Studies (INF STD) 211 - Artifacts and Cultures Lec 1,M,5:30pm-8:50pm,"Vo Dang, T.",2024,fall
Information Studies (INF STD) M254 - Medical Information Infrastructures and Internet Technologies Lec 1,"Bui, A.A.",Select Information Studies (INF STD) M254 - Medical Information Infrastructures and Internet Technologies Lec 1,"Bui, A.A.",2024,fall
Information Studies (INF STD) 275 - Community Media and Design Lec 1,R,9am-11:50am,No instructors,2024,fall
Information Studies (INF STD) 278 - Information and Visualization Lec 1,R,9am-11:50am,"Nguyen, C.A.",2024,fall
Information Studies (INF STD) 423 - Public Libraries Lec 1,W,8:30am-11:50am,"Montoya, R.D.",2024,fall
Information Studies (INF STD) 424 - Storytelling Lec 1,R,5:30pm-8:50pm,"Fabicon, J.K.",2024,fall
"Information Studies (INF STD) 431 - Archives, Records, and Memory Lec 1",MW,10am-11:50am,"Gilliland, A.J.",2024,fall
Information Studies (INF STD) 434 - Archival Use and Users Lec 1,The Staff,Select Information Studies (INF STD) 434 - Archival Use and Users Lec 1,The Staff,2024,fall
International and Area Studies (I A STD) 1 - Introduction to International and Area Studies Lec 1,MW,11am-12:15pm,"Matisoff, A.",2024,fall
International and Area Studies (I A STD) M8A - Elementary Tigrinya Lec 1,TR,5pm-6:50pm,No instructors,2024,fall
160 - Selected Topics in International and Area Studies: Lecture 1,Select International and Area Studies (I A STD) 160 - Selected Topics in International and Area Studies Lec 1,MW,12:30pm-1:45pm,2024,fall
International and Area Studies (I A STD) 160 - Selected Topics in International and Area Studies Lec 1,MW,12:30pm-1:45pm,No instructors,2024,fall
International Development Studies (INTL DV) 1 - Introduction to International Development Studies Lec 1,TR,9:30am-10:45am,"Appel, H.C.",2024,fall
"International Development Studies (INTL DV) 110 - Culture, Power, and Development Lec 1",MW,5pm-6:15pm,"Wright, J.H.",2024,fall
International Development Studies (INTL DV) 160 - Selected Topics in International Development Studies: Gender and Development in East Asia Lec 1,MW,12:30pm-1:45pm,"Jung-Kim, J.J.",2024,fall
Labor Studies (LBR STD) 10 - Introduction to Labor and Workplace Studies Lec 1,F,12pm-2:50pm,"Wong, K.",2024,fall
Labor Studies (LBR STD) 101 - Introduction to Labor and Social Movements in Los Angeles Lec 1,MW,11am-12:15pm,"Griffey, T.S.",2024,fall
Labor Studies (LBR STD) M105 - American Working Class Movements Lec 1,TR,2pm-3:15pm,"Higbie, F.T.",2024,fall
Labor Studies (LBR STD) M117 - Negotiation Lec 1,F,12pm-2:50pm,"Stroessner, S.J.",2024,fall
Labor Studies (LBR STD) M125 - U.S./Mexico Relations Lec 1,MW,12pm-1:50pm,No instructors,2024,fall
"Labor Studies (LBR STD) M127 - Farmworker Movements, Social Justice, and United Farm Workers Legacy Lec 1",TR,9:30am-10:45am,"Espino, V.",2024,fall
"Labor Studies (LBR STD) 140 - Working It: Women, Work, and Family Lec 1",MW,5pm-6:15pm,"Espino, V.",2024,fall
"Labor Studies (LBR STD) 153 - Stories of Struggle: Work, Class, and Narrative in Contemporary America Lec 1",R,12pm-2:50pm,"Gaffney, L.M.",2024,fall
Labor Studies (LBR STD) 168 - Law and Politics of Immigration: Migrants and Inevitable Evolution of Collective and Individual Rights Lec 1,W,2pm-4:50pm,"Newman, C.",2024,fall
Labor Studies (LBR STD) M175 - Agitational Communication Lec 1,W,5pm-7:50pm,"Von Blum, P.",2024,fall
"Labor Studies (LBR STD) 179A - Neoliberalism, Social Justice, and Transformative Politics Lec 1",TR,9:30am-10:45am,"Rocco, R.A.",2024,fall
Latin American Studies (LATN AM) 205 - Latin Americanist Scholarship Lec 1,W,12:30pm-3:20pm,"Taub, B.",2024,fall
Law 103 - Changing Landscape of Entertainment Law and Media Lec 1,M,7:30pm-9:30pm,"Monson, C.A.",2024,fall
Law 105 - Regulatory Compliance Lec 1,TR,6pm-7:20pm,"Hartman, A.R.",2024,fall
Law 109 - Law School Fundamentals Lec 1,"Fiske, J.",Select Law 109 - Law School Fundamentals Lec 1,"Fiske, J.",2024,fall
Law 111 - Introduction to American Law Lec 1,"Baldwin Clark, L.J",Select Law 111 - Introduction to American Law Lec 1,"Baldwin Clark, L.J",2024,fall
Law 112 - Private Law Lec 1,T,R,8:15pm-9:45pm,2024,fall
Law 112 - Private Law Lec 2,T,R,6:30pm-8pm,2024,fall
Law 113 - Public Law: Constitutional and Statutory Analysis Lec 1,T,R,6:30pm-8pm,2024,fall
Law 113 - Public Law: Constitutional and Statutory Analysis Lec 2,TR,8:15pm-9:40pm,"Merrill, C.",2024,fall
Law 114 - Legal Communication and Analysis Lec 1,MW,3:20pm-4:45pm,"Merrill, C.",2024,fall
Law 114 - Legal Communication and Analysis Lec 2,M,W,7:30pm-8:55pm,2024,fall
Law 117 - Data Privacy and Cyber Security Lec 1,TR,7:30pm-8:50pm,"Alben, A.",2024,fall
Law 202 - Constitutional Criminal Procedure: Criminal Procedure: Investigations Lec 1,MW,3:20pm-5:20pm,"Bakhshay, S.",2024,fall
Law 205 - Wills and Trusts Lec 1,MWF,1:45pm-3pm,"Goodman, P.D.",2024,fall
Law 207 - Community Property Lec 1,M,5:30pm-8:30pm,"Slevin, H.F.",2024,fall
Law 209 - Real Estate Finance Law Lec 1,1:45pm-3:10pm,"Sonthalia, R.",Select Law 209 - Real Estate Finance Law Lec 1,2024,fall
Law 211 - Evidence Lec 1,TR,11am-1pm,"Heilman, J.W.",2024,fall
Law 211 - Evidence Lec 2,TR,1:10pm-3:10pm,"Scallen, E.",2024,fall
Law 211 - Evidence Lec 3,MWF,1:45pm-3pm,"Wonsowicz, P.",2024,fall
Law 216 - Administrative Law Lec 1,MW,3:20pm-5:20pm,"Michaels, J.",2024,fall
Law 217 - Introduction to Legal Philosophy Lec 1,T,5:30pm-8:30pm,"Ebrahimi Afrouzi,",2024,fall
Law 220 - Introduction to Federal Income Tax Lec 1,MTR,8:25am-10:25am,"Bank, S.",2024,fall
Law 220 - Introduction to Federal Income Tax Lec 2,MTR,10:35am-11:50am,"Clausing, K.A.",2024,fall
Law 220 - Introduction to Federal Income Tax Lec 3,TR,1:10pm-3:10pm,"Oh, J.S.",2024,fall
Law 222 - Estate and Gift Tax Lec 1,W,5:30pm-8:30pm,"Bawden, E.A.",2024,fall
Law 230 - Business Associations Lec 1,MW,3:20pm-5:20pm,"Bainbridge, S.M.",2024,fall
Law 230 - Business Associations Lec 2,MTR,8:25am-10:25am,"Restrepo, F.",2024,fall
Law 230 - Business Associations Lec 3,TR,8:25am-10:25am,"Verstein, A.",2024,fall
Law 234 - Accounting and Financial Analysis for Lawyers Lec 1,MWF,8:55am-10:25am,"Power, J.J.",2024,fall
Law 236 - Securities Regulation Lec 1,TR,9am-10:25am,"Park, J.",2024,fall
Law 240 - Antitrust Law I Lec 1,TR,12:10pm-1:35pm,"Dixton, J.",2024,fall
Law 260 - Labor Law Lec 1,MWF,10:35am-11:50am,"Zatz, N.D.",2024,fall
Law 261 - Employment Law Lec 1,MW,6pm-7:20pm,"Hoag, A.J.",2024,fall
Law 263 - Employment Discrimination Law Lec 1,MWF,1:45pm-3:10pm,"Fishkin, J.R.",2024,fall
"Lesbian, Gay, Bisexual, Transgender, and Queer Studies (LGBTQS) M101D - Studies in Queer Literatures and Cultures: Queer American Short Story Lec 1",MW,10am-11:50am,"Looby, C.J.",2024,fall
"Lesbian, Gay, Bisexual, Transgender, and Queer Studies (LGBTQS) M114 - Introduction to Lesbian, Gay, Bisexual, Transgender, and Queer Studies Lec 1",MW,11am-12:15pm,The Staff,2024,fall
"Lesbian, Gay, Bisexual, Transgender, and Queer Studies (LGBTQS) M137 - Lesbian, Gay, Bisexual, Transgender, and Queer Perspectives in Pop Music Lec 1",MW,9am-10:50am,"Johnson, J.",2024,fall
"Lesbian, Gay, Bisexual, Transgender, and Queer Studies (LGBTQS) 183 - Variable Topics in Queer Subjectivities/Theories/History Lec 1",MW,11am-12:15pm,"Lee, Y.L.",2024,fall
Life Sciences (LIFESCI) 7A - Cell and Molecular Biology Lec 1,MW,9:30am-10:45am,"Pires, D.B.",2024,fall
Life Sciences (LIFESCI) 7A - Cell and Molecular Biology Lec 2,MW,11am-12:15pm,"Burton, A.",2024,fall
Life Sciences (LIFESCI) 7A - Cell and Molecular Biology Lec 3,MW,12:30pm-1:45pm,"Maloy, J.P.",2024,fall
Life Sciences (LIFESCI) 7A - Cell and Molecular Biology Lec 4,MW,2pm-3:15pm,"Pham, H.D.",2024,fall
Life Sciences (LIFESCI) 7A - Cell and Molecular Biology Lec 5,MW,3:30pm-4:45pm,"Maloy, J.P.",2024,fall
Life Sciences (LIFESCI) 7A - Cell and Molecular Biology Lec 6,MW,5pm-6:15pm,"Ko, J.",2024,fall
"Life Sciences (LIFESCI) 7B - Genetics, Evolution, and Ecology Lec 1",MW,11am-12:15pm,"Pires, D.B.",2024,fall
"Life Sciences (LIFESCI) 7B - Genetics, Evolution, and Ecology Lec 2",MW,12:30pm-1:45pm,"Kane, T.L.",2024,fall
Life Sciences (LIFESCI) 7C - Physiology and Human Biology Lec 1,MWF,10am-10:50am,"Esdin, J.",2024,fall
Life Sciences (LIFESCI) 7C - Physiology and Human Biology Lec 2,TR,9:30am-10:45am,"Khankan, R.R.",2024,fall
Life Sciences (LIFESCI) 7L - Introduction to Laboratory and Scientific Methodology Lec 1,M,12pm-1:20pm,"Pfluegl, G.M.",2024,fall
Life Sciences (LIFESCI) 15 - Life: Concepts and Issues Lec 1,TR,11am-12:15pm,"Phelan, J.P.",2024,fall
Life Sciences (LIFESCI) 30A - Mathematics for Life Scientists Lec 1,TR,9:30am-10:45am,"Bennoun, S.J.",2024,fall
Life Sciences (LIFESCI) 30A - Mathematics for Life Scientists Lec 2,TR,11am-12:15pm,"Bennoun, S.J.",2024,fall
Life Sciences (LIFESCI) 30A - Mathematics for Life Scientists Lec 3,TR,2pm-3:15pm,"Shevtsov, J.",2024,fall
Life Sciences (LIFESCI) 30A - Mathematics for Life Scientists Lec 4,TR,3:30pm-4:45pm,"Shevtsov, J.",2024,fall
Life Sciences (LIFESCI) M32 - Essential Calculus for Mathematical Biologists Lec 1,MWF,2pm-2:50pm,The Staff,2024,fall
Life Sciences (LIFESCI) 107 - Genetics Lec 1,MW,9:30am-10:45am,"Pham, H.D.",2024,fall
Linguistics (LING) 1 - Introduction to Study of Language Lec 1,"Loccioni, N.",W,10am-10:50am,2024,fall
Linguistics (LING) 20 - Introduction to Linguistic Analysis Lec 1,8am-9:50am,"Moore-Cantwell, C.",W,2024,fall
Linguistics (LING) 103 - Introduction to General Phonetics Lec 1,MW,8am-9:50am,"Bell, E.A.",2024,fall
Linguistics (LING) 105 - Morphology Lec 1,TR,10am-11:50am,"Yuan, M.",2024,fall
Linguistics (LING) 110 - Introduction to Historical Linguistics Lec 1,TR,4pm-5:50pm,"Goldstein, D.M.",2024,fall
Linguistics (LING) 119A - Applied Phonology Lec 1,TR,4pm-5:50pm,"Zukoff, S.",2024,fall
Linguistics (LING) 120A - Phonology I Lec 1,TR,12pm-1:50pm,"Zukoff, S.",2024,fall
Linguistics (LING) 120B - Syntax I Lec 1,MW,4pm-5:50pm,"Hunter, T.",2024,fall
Linguistics (LING) 120C - Semantics I Lec 1,MW,4pm-5:50pm,"Bumford, D.",2024,fall
Linguistics (LING) 132 - Language Processing Lec 1,MW,10am-11:50am,The Staff,2024,fall
Linguistics (LING) C140 - Bilingualism and Second Language Acquisition Lec 1,MW,12pm-1:50pm,"Bahtina, D.",2024,fall
Linguistics (LING) 165B - Syntax II Lec 1,TR,2pm-3:50pm,"Silvestri, G.",2024,fall
Linguistics (LING) 185A - Computational Linguistics I Lec 1,MW,2pm-3:50pm,"Perkins, L.L.",2024,fall
Linguistics (LING) 200A - Phonological Theory I Lec 1,MW,2pm-3:50pm,The Staff,2024,fall
Linguistics (LING) 200B - Syntactic Theory I Lec 1,MW,10am-11:50am,"Poole, E.J.",2024,fall
Linguistics (LING) 200C - Semantic Theory I Lec 1,TR,10am-11:50am,"Bumford, D.",2024,fall
Linguistics (LING) 204B - Speech Production Lec 1,MW,2pm-3:50pm,"Cychosz, M.",2024,fall
Management (MGMT) 1A - Principles of Accounting Lec 1,TR,12:30pm-1:45pm,"Gardner Treloar, J",2024,fall
Management (MGMT) 1A - Principles of Accounting Lec 2,TR,2pm-3:15pm,"Gardner Treloar, J",2024,fall
Management (MGMT) 1B - Principles of Accounting Lec 1,TR,11am-12:15pm,The Staff,2024,fall
Management (MGMT) 108 - Business Law Lec 1,R,1pm-3:50pm,"Guerin, J.",2024,fall
Management (MGMT) 108 - Business Law Lec 2,MW,8am-9:15am,"Klein, G.L.",2024,fall
Management (MGMT) 120A - Intermediate Financial Accounting I Lec 1,MW,5pm-6:15pm,"Lu, M.",2024,fall
Management (MGMT) 120A - Intermediate Financial Accounting I Lec 2,TR,11am-12:15pm,"Berges, T.L.",2024,fall
Management (MGMT) 120B - Intermediate Financial Accounting II Lec 1,MW,9:30am-10:45am,"Klein, G.L.",2024,fall
Management (MGMT) 120B - Intermediate Financial Accounting II Lec 2,MW,3:30pm-4:45pm,"Lu, M.",2024,fall
Management (MGMT) 121 - Ethical Leadership in Accounting Lec 1,MW,12:30pm-1:45pm,"Borman, C.J.",2024,fall
Management (MGMT) 122 - Management Accounting Lec 1,TR,9:30am-10:45am,"Devito, D.S.",2024,fall
Management (MGMT) 123 - Auditing Lec 1,TR,11am-12:15pm,"Gardner Treloar, J",2024,fall
Management (MGMT) 124 - Advanced Accounting Lec 1,TR,12:30pm-1:45pm,The Staff,2024,fall
Management (MGMT) 127A - Tax Principles and Policy Lec 1,TR,2pm-3:15pm,"Berges, T.L.",2024,fall
Management (MGMT) 127A - Tax Principles and Policy Lec 2,MW,11am-12:15pm,"Klein, G.L.",2024,fall
Management (MGMT) 142A - Analytics in Accounting I Lec 1,M,1pm-3:50pm,"Ravetch, D.S.",2024,fall
Management (MGMT) 142A - Analytics in Accounting I Lec 2,M,4:10pm-7pm,"Ravetch, D.S.",2024,fall
Management (MGMT) 159 - Foundations of Business and Entrepreneurship Lec 1,W,8:30am-11:20am,"Nathanson, D.A.",2024,fall
Management (MGMT) 160 - Entrepreneurship and Venture Initiation Lec 1,R,1pm-3:50pm,"Wilson, N.M.",2024,fall
Management (MGMT) 160 - Entrepreneurship and Venture Initiation Lec 2,W,1pm-3:50pm,"Wilson, N.M.",2024,fall
Management (MGMT) 161 - Business Plan Development Lec 1,W,1pm-3:50pm,"Nathanson, D.A.",2024,fall
Management (MGMT) 164 - Entrepreneurial Finance and Accounting Lec 1,TR,11am-12:15pm,"Borman, C.J.",2024,fall
Management (MGMT) 168 - Personal Financial Health: Theory and Practice Lec 1,MW,12:45pm-2:15pm,"Patt, S.S.",2024,fall
Management (MGMT) 170 - Real Estate Finance and Investments Lec 1,TR,5pm-6:15pm,"Karlan, M.S.",2024,fall
Management (MGMT) 180 - Special Topics in Management: Global Ecosystem of Sport Lec 1,W,4:10pm-7pm,"Campion, A.",2024,fall
Management (MGMT) 228 - Financial Statement Analysis Lec 1,W,1pm-3:50pm,"Sussman, E.H.",2024,fall
Management (MGMT) 231E - Managing Finance and Financing Emerging Enterprises Lec 1,M,4:10pm-7pm,"Newton, B.G.",2024,fall
Management (MGMT) 235 - Venture Capital and Private Equity Lec 1,T,1pm-3:50pm,"Garmaise, M.J.",2024,fall
Management (MGMT) 250D - Patterns of Problem Solving Lec 1,W,1pm-3:50pm,"Firstenberg, I.",2024,fall
Management (MGMT) 264A - Market Research Lec 1,M,1pm-3:50pm,"Esteves-Sorenson,",2024,fall
Materials Science and Engineering (MAT SCI) 104 - Science of Engineering Materials Lec 1,MW,8am-9:50am,"Schwalbe Koda, D.",2024,fall
Materials Science and Engineering (MAT SCI) 104 - Science of Engineering Materials Lec 2,MW,12pm-1:50pm,"Pozuelo, M.",2024,fall
Materials Science and Engineering (MAT SCI) 105 - Principles of Nanoscience and Nanotechnology Lec 1,MW,2pm-3:50pm,"Freiman, G.",2024,fall
"Materials Science and Engineering (MAT SCI) 110 - Introduction to Materials Characterization A (Crystal Structure, Nanostructures, and X-Ray Scattering) Lec 1",MW,4pm-5:50pm,"Moment, A.",2024,fall
Materials Science and Engineering (MAT SCI) 120 - Physics of Materials Lec 80,No instructors,Select Materials Science and Engineering (MAT SCI) 120 - Physics of Materials Lec 80,No instructors,2024,fall
Materials Science and Engineering (MAT SCI) 130 - Phase Relations in Solids Lec 1,TR,10am-11:50am,"Balonis, M.",2024,fall
Materials Science and Engineering (MAT SCI) 160 - Introduction to Ceramics and Glasses Lec 1,TR,12pm-1:50pm,"Bescher, E.P.",2024,fall
Materials Science and Engineering (MAT SCI) CM163 - Electrochemical Processes Lec 1,MW,2pm-3:50pm,"Morales Guio, C.G.",2024,fall
Materials Science and Engineering (MAT SCI) CM180 - Introduction to Biomaterials Lec 1,TR,10am-11:50am,"Linsley, C.",2024,fall
Materials Science and Engineering (MAT SCI) 200 - Principles of Materials Science I Lec 1,MW,12pm-1:50pm,"Yang, Y.",2024,fall
Materials Science and Engineering (MAT SCI) 201 - Principles of Materials Science II Lec 1,MW,10am-11:50am,"Banerjee, A.S.",2024,fall
Materials Science and Engineering (MAT SCI) M213 - Cultural Materials Science I: Analytical Imaging and Documentation in Conservation of Materials Lec 1,R,9am-10:50am,"Kakoulli, I.",2024,fall
Materials Science and Engineering (MAT SCI) 221 - Science of Electronic Materials Lec 80,"Goorsky, M.S.",Select Materials Science and Engineering (MAT SCI) 221 - Science of Electronic Materials Lec 80,"Goorsky, M.S.",2024,fall
